page,text
368,"9. Nascer da Terra sobre montanhas e uma complexa superposição de crateras na Lua.
Foto do orbitador da Apollo.
"
369,"10. Geada em Utopia. Uma fina camada de água congelada cobre o solo na latitude 44 graus norte, em
Marte, em outubro de 1977, no início do inverno no hemisfério norte. A estrutura vertical suporta a
antena de alto ganho para comunicação direta da Viking 2 com a Terra. Os quadrados coloridos e as faixas
pretas servem para a calibração das câmeras. O quadrado preto com margem branca, embaixo à esquerda,
é um microponto no qual estão inscritas — em tamanho minúsculo — as assinaturas de 10 mil seres
humanos responsáveis pelo projeto, fabricação, testes, lançamento e operações da missão da espaçonave
Viking. Os seres humanos estão se tornando, quase sem alarde, uma espécie multiplanetária.
"
370,"11. Parte de Kasei Vallis, um antigo vale fluvial em Marte. As crateras de impacto no fundo
no assoalho do canal são evidência de sua antiguidade. Uma abundante superfície líquida
na história primeva de Marte sugere que outrora as condições foram mais favoráveis à
presença de vida.
"
371,"12. Um retrato de outro mundo: rochas esparsas e dunas de areia que se movem com
suavidade, no local de pouso da Viking 1 em Chryse.
"
372,"13. A Voyager aproxima-se de Júpiter, com as luas Io e Calisto em primeiro plano.
"
373,"14. Cursos do voo da Voyager 1 (cruzando a órbita de Urano, em cima à esquerda), e da
Voyager 2 (encontro com Urano em janeiro de 1986). Mostra também a trajetória
alternativa na qual a Voyager 2 se aproximaria muito de Titã, como fez a Voyager 1.
"
374,"15. A passagem da Voyager 1 (em cima) e da Voyager 2 (embaixo) pelos satélites galileanos
de Júpiter, em 5 de março e 9 de julho de 1979.
"
375,"16. A lua joviana Europa, vista da Voyager 2 durante sua grande aproximação em 9 de julho de 1979. Europa
tem o tamanho aproximado de nossa Lua, mas sua topografia é bastante diferente. A falta de crateras e de
montanhas é um forte indício de que uma espessa crosta de gelo com talvez cem quilômetros de
profundidade envelopa o interior de silicato. O complexo-padrão formado por linhas escuras pode
representar fraturas no gelo que foram preenchidas por material vindo de sob a crosta. O intenso brilho
de Europa é consistente com essa hipótese.
"
376,"17. A imagem apresenta uma cor falsa da Grande Mancha Vermelha, na qual o computador
exagerou nos vermelhos e azuis em detrimento dos verdes. Nuvens altas encobrem cerca
de um terço da mancha. Imagem da Voyager 1.
"
377,"18. Imagem da superfície de Io vista da Voyager 1. Cada uma das formas escuras mais ou
menos circulares é um vulcão que esteve ativo recentemente. O vulcão com um halo claro
quase no centro do disco foi observado em plena erupção apenas quinze horas antes de se
obter esta imagem. Desde então foi nomeado Prometeu. As cores preta, vermelha, laranja
e amarela são tidas como representando enxofre congelado, originalmente expelido pelos
vulcões numa temperatura de fusão, com as temperaturas mais elevadas nos depósitos na
cor preta, e as mais baixas na cor amarela. Depósitos brancos, incluindo aqueles ao redor
do Prometeu, podem ser dióxido de sulfato congelado. Io tem 3640 quilômetros de
diâmetro.
"
378,"19. A coluna de fumaça vulcânica do vulcão Loki Patera, em Io. A luz ultravioleta aparece aqui em azul. Em
torno da fumaça, em luz visível, há uma vasta nuvem, iluminada pela luz ultravioleta solar refletida e
composta de partículas muito pequenas. O efeito é similar à projeção azul da luz refletida por finas
partículas de fumaça. O topo da nuvem ultravioleta está mais de duzentos quilômetros acima da superfície
de Io e pode ejetar partículas extremamente pequenas direto no espaço. O material ejetado continuaria a
estar em órbita em torno de Júpiter, como Io, e alimentaria o grande tubo de átomos que circunda o
planeta à mesma distância de Io. Imagem da Voyager 1.
"
379,"20. Hipotético planeta de gelo no sistema da nebulosa do Anel, em Lira. A estrela no centro expeliu sua
atmosfera exterior, produzindo uma casca multicolorida e brilhante de gás em lenta expansão. O sistema
está a uma distância de 1500 anos-luz e é objeto da exploração humana no futuro distante.
"
380,"21. Uma forma de vida e sua estrela. Por um telescópio solar equipado com um filtro que
só deixa passar a luz vermelha emitida por gás de hidrogênio quente, as manchas solares
aparecem escuras. Em primeiro plano, numa montanha, um ser humano exultante.
"
381,"22. A Galáxia do Redemoinho, M51 (51o objeto no catálogo de Charles Messier), também
conhecida como NGC5194. Em 1845, William Parsons, terceiro conde de Rosse,
descobriu a estrutura em espiral dessa nebulosa, primeira galáxia observada com essa
estrutura. Distante 13 milhões de anos-luz, tem sido gravitacionalmente distorcida por sua
pequena e irregular companheira galáctica, NGC5195 (embaixo).
"
382,"23. Parte do Aglomerado Hércules de galáxias, com cerca de trezentos componentes
conhecidos, que se retira de nossa região do cosmos a uma velocidade de 10 mil
quilômetros por segundo. Nesta fotografia há mais galáxias (a mais de 300 milhões de
anos-luz de distância) do que as estrelas em primeiro plano em nossa Via Láctea. Se o
Aglomerado Hércules não está se desmembrando, deve haver lá cinco vezes mais massa do
que vemos em suas galáxias, gravitacionalmente mantendo junto o aglomerado. Essa
“massa faltante”, se comum no espaço intergaláctico, daria importante contribuição para
manter o universo unido.
"
383,"24. Um ser inteligente: baleia jubarte irrompe da superfície da água. Frederick Sound,
Alasca, verão de 1979. As jubartes são famosas por seus notáveis saltos e sua extraordinária
capacidade de comunicação. Uma jubarte pesa em média cinquenta toneladas e tem quinze
metros de comprimento. Seu cérebro é muito maior do que o do homem.
"
384,"25. Transliteração de um cartucho de Ptolomeu da pedra de Roseta e um de Cleópatra, do
obelisco de Filas.
"
385,"26. Grande nuvem estelar na constelação de Sagitário, olhando em direção ao centro da Via
Láctea. As faixas escuras de poeira contêm moléculas orgânicas; algumas delas contêm
estrelas nos estágios iniciais de formação. Nesta fotografia há cerca de 1 milhão de
estrelas. Segundo as estimativas deste capítulo, uma delas é o sol de uma civilização mais
avançada do que a nossa.
"
386,"27 e 28. Duas pegadas humanas. Em cima, na Tanzânia, de 3,6 milhões de anos atrás. Embaixo, no mar da
Tranquilidade, 1969.
"
387,"29. O planeta lar de uma civilização tecnológica emergente, que luta para evitar a autodestruição. Esse
mundo, visto de um posto de observação temporário em seu satélite solitário. A Terra percorre a cada dia
2,5 milhões de quilômetros em torno do Sol; oito vezes mais rápido do que este em torno do centro da Via
Láctea e, talvez, duas vezes mais rápido do que a Via Láctea em seu movimento em direção ao aglomerado
de galáxias de Virgem. Sempre fomos viajantes do espaço.
"
388,"Agradecimentos
Além daqueles a quem agradeci na introdução, sou grato às muitas pessoas
que generosamente contribuíram para este livro com seu tempo e seu
profundo conhecimento, entre elas Carol Lane, Myrna Talman e Jenny
Arden; David Oyster, Richard Wells, Tom Weidlinger, Dennis Gutierrez, Rob
McCain, Nancy Kinney, Janelle Balnicke, Judy Flannery e Susan Racho, da
equipe do programa Cosmos na televisão; Nancy Inglis, Peter Mollman,
Marylea O’Reilly e Jennifer Peters, da Random House; Paul West, por ter
generosamente me levado ao título do capítulo 5; e George Abell, James
Allen, Barbara Amago, Lawrence Anderson, Jonathon Arons, Halton Arp,
Asma El Bakri, Janes Blinn, Bart Bok, Zeddie Bowen, John C. Brandt,
Kenneth Brecher, Frank Bristow, John Callendar, Donald B. Campbell,
Judith Campbell, Elof Axel Carlson, Michael Carra, John Cassani, Judith
Castagno, Catherine Cesarsky, Martin Cohen, Judy-Lynn del Rey, Nicholas
Devereux, Michael Devirian, Stephen Dole, Frank D. Drake, Frederick C.
Durant III, Richard Epstein, Von R. Eshleman, Ahmed Fahmy, Herbert
Friedman, Robert Frosch, Jon Fukuda, Richard Gammon, Ricardo Giacconi,
Thomas Gold, Paul Goldenberg, Peter Goldreich, Paul Goldsmith, J. Richard
Gott III, Stephen Jay Gould, Bruce Hayes, Raymond Heacock, Wulff Heintz,
Arthur Hoag, Paul Hodge, Dorrit Hoffleit, William Hoyt, Icko Iben, Mikhail
Jaroszynski, Paul Jepsen, Tom Karp, Bishun N. Khare, Charles Kohlhase,
Edwin Krupp, Arthur Lane, Paul McLean, Bruce Margon, Harold Masursky,
Edmond Momjian, Linda Morabito, Edward Moreno, William Murnane,
Bruce Murray, Thomas A. Mutch, Kenneth Norris, Tobias Owen, Linda Paul,
Roger Payne, Vahe Petrosian, James B. Pollack, George Preston, Nancy
"
389,"Priest, Boris Ragent, Dianne Rennell, Michael Rowton, Allan Sandage, Fred
Scarf, Arnold Scheibel, Maarten Schmidt, Eugene Shoemaker, Frank Shu,
Nathan Sivin, Bradford Smith, Laurence A. Soderblom, Hyron Spinrad,
Edward Stone, Jeremy Stone, Ed Taylor, Kip S. Thorne, Norman Thrower, O.
Brian Toon, Barbara Tuchman, Roger Ulrich, Richard Underwood, Peter van
de Kamp, Jurrie J. Van der Woude, Arthur Vaughn, Joseph Ververka, Helen
Simpson Vishniac, Dorothy Vitaliano, Robert Wagoner, Pete Waller,
Josephine Walsh, Kent Weeks, Donald Yeomans, Stephen Yerazunis, Louise
Gray Young, Harold Zirin e a National Aeronautics and Space
Administration. Também sou grato pela especial ajuda fotográfica de
Edwardo Castañeda e Bill Ray.
"
390,"Notas
1. AS MARGENS DO OCEANO CÓSMICO
1. Usam-se aqui as seguintes convenções quanto à terminologia: 1 bilhão = 1 000 000 000 = 109; 1 trilhão
= 1 000 000 000 000 = 1012 etc. O expoente representa o número de zeros.
2. Assim chamadas porque são produzidas seccionando-se um cone em angulações diversas. Dezoito
séculos depois, os escritos de Apolônio sobre as seções cônicas seriam aproveitados por Johannes Kepler
para compreender, pela primeira vez, o movimento dos planetas.
2. UMA VOZ NA FUGA CÓSMICA
1. Apesar de o tradicional ponto de vista religioso ocidental afirmar com veemência o contrário, como,
por exemplo, na opinião de John Wesley, em 1770: “A morte jamais tem permissão para destruir [nem
mesmo] as espécies mais insignificantes”.
2. No Popol Vuh, livro sagrado dos maias, as várias formas de vida são descritas como tentativas
fracassadas dos deuses, que tinham predileção por experimentos que visavam criar pessoas. As primeiras
tentativas erraram em muito o alvo, criando os animais inferiores; a penúltima tentativa errou por pouco e
criou os macacos. No mito chinês, os seres humanos surgiram dos piolhos do corpo de um deus chamado
P’an Ku. No século XVIII, o naturalista francês De Buffon sugeriu que a Terra era muito mais antiga do que
diziam as Escrituras, que as formas de vida mudavam de algum modo ao longo dos milênios, mas que os
macacos eram desamparados descendentes de gente. Embora essas noções não reflitam com exatidão o
processo evolucionário descrito por Darwin e Wallace, são uma antecipação dele — assim como o são as
ideias de Demócrito, Empédocles e outros antigos cientistas jônicos discutidas no capítulo 7.
3. O código genético acaba sendo não exatamente idêntico em todas as partes de todos os organismos na
Terra. Conhecem-se pelo menos alguns casos em que a transcrição da informação do DNA em informação
proteínica numa mitocôndria emprega um livro de códigos diferente do que é usado pelos genes no
núcleo da mesma célula. Isso indica uma longa separação evolucionária dos códigos genéticos das
mitocôndrias e dos núcleos e é consistente com a ideia de que as mitocôndrias já foram uma vez
organismos de vida independente, incorporados na célula num relacionamento simbiótico, bilhões de
anos atrás. O desenvolvimento e a emergente sofisticação dessa simbiose é, aliás, uma resposta à questão
de o que esteve fazendo a evolução entre a origem da célula e a proliferação de organismos multicelulares
durante a explosão cambriana.
3. A HARMONIA DE MUNDOS
1. A raiz da palavra significa “Lua”.
"
391,"2. O ceticismo quanto à astrologia e doutrinas correlatas não é novo nem exclusivo do Ocidente. Por
exemplo, nos Tsurezuregusa (Ensaios sobre a ociosidade), escritos em 1332 pelo monge japonês Yoshida
Kenkō, lemos: “Os ensinamentos do Yin-Yang [no Japão] nada têm a dizer sobre a questão dos Dias de
Língua Vermelha. Antes as pessoas não evitavam esses dias, mas recentemente — eu me pergunto quem é
o responsável por dar início a esse costume — começaram a dizer coisas como ‘Um empreendimento
iniciado num Dia de Língua Vermelha nunca vai terminar’, ou ‘O que quer que você diga ou faça num Dia
de Língua Vermelha está fadado a não dar em nada: você perderá o que já ganhou, seus planos serão
desfeitos’. Que disparate! Se alguém contasse os projetos que começaram em ‘dias de sorte’
cuidadosamente escolhidos e que no fim não deram em nada, eles provavelmente seriam tantos quanto os
empreendimentos infrutíferos iniciados nos dias de Língua Vermelha”.
3. Quatro séculos antes, um dispositivo como esse fora construído por Arquimedes e examinado e
descrito por Cícero, em Roma, para onde tinha sido levado pelo general romano Marco Cláudio Marcelo,
já que um de seus soldados tinha, gratuitamente, e contrariando suas ordens, matado o cientista
septuagenário durante a conquista de Siracusa.
4. Num inventário recente de quase todos os exemplares do século XVI do livro de Copérnico, Owen
Gingerich descobriu que a censura fora ineficaz: na Itália apenas 60% deles tinham sido “corrigidos” e na
península Ibérica, nenhum.
5. Não é, sem dúvida, a observação mais extremada na Europa medieval ou da época da Reforma. Quando
lhe perguntaram como distinguir um fiel de um infiel no cerco de uma grande cidade albigense,
Domingos de Guzmán, depois conhecido como são Domingos, teria replicado: “Mate-os todos. Deus
saberá reconhecer os seus”.
6. A demonstração dessa declaração pode ser encontrada no apêndice 2.
7. Alguns exemplos disso ainda podem ser vistos na armaria de Graz.
8. Brahe, como Kepler, estava longe de ser hostil à astrologia, embora diferenciasse cuidadosamente sua
própria e secreta versão dela das variantes mais comuns em sua época, que para ele levavam à superstição.
Em seu livro Astronomiae Instauratae Mechanica, publicado em 1598, ele alega que a astrologia “é
realmente mais confiável do que se possa pensar” se as cartas com as posições das estrelas fossem
devidamente melhoradas. Brahe escreveu: “Eu me ocupei com a alquimia tanto quanto com os estudos
celestes desde que tinha 23 anos”. Mas essas duas pseudociências, percebia ele, encerravam segredos
perigosos demais para o populacho em geral (embora fossem totalmente seguras, pensava, nas mãos dos
príncipes e reis dos quais obtinha suporte). Brahe continuou a longa e na verdade perigosa tradição de
alguns cientistas que acreditavam que somente a eles e aos poderes temporais e eclesiásticos se podia
confiar essa arcana sabedoria. “Não atende a propósitos úteis nem é razoável fazer com que essas coisas
sejam de conhecimento geral.” Kepler, por outro lado, ensinava astronomia nas escolas, publicava muito e
com frequência a suas próprias custas, e escrevia ficção científica, o que decerto não visava em primeiro
lugar seus colegas cientistas. Ele pode não ter sido um escritor popular de divulgação científica, no
sentido moderno, mas a mudança de atitude numa única geração que separava Tycho de Kepler é
reveladora.
9. Lamentavelmente, Newton não reconheceu sua dívida para com Kepler em sua obra-prima Principia.
Mas numa carta de 1686 a Edmund Halley, ele se refere assim a sua lei da gravitação: “Posso afirmar que a
colhi do teorema de Kepler cerca de vinte anos atrás”.
4. CÉU E INFERNO
1. A noção de que meteoros e meteoritos têm relação com os cometas foi proposta pela primeira vez
por Alexander von Humboldt em sua ampla obra de popularização de toda a ciência, publicada de 1845 a
1862, chamada Kosmos. Foi a leitura da obra primordial de Humboldt que fez o jovem Charles Darwin
"
392,"embarcar numa carreira na qual combinou exploração geográfica e história natural. Pouco depois ele
aceitou um emprego como naturalista a bordo do navio H.M.S. Beagle, fato que levou à sua obra A origem
das espécies.
2. A distância da Terra ao Sol é a “unidade astronômica”, ou seja, no caso, r = 1 (raio da órbita = 1 unidade
astronômica), que equivale a 150 milhões de quilômetros. A órbita, quase circular, tem portanto uma
circunferência de 2πr ≃ 109 km. Nosso planeta circula nesse percurso uma vez a cada ano. Um ano = 3 ×
107 segundos. Assim, a velocidade orbital da Terra é de 106 km/3 × 107 segundos ≃ 30 km/s. Considere-se
agora a camada esférica formada por cometas em órbita, que muitos astrônomos acreditam circundar o
sistema solar a uma distância de cerca de 100 mil unidades astronômicas, quase metade da distância à
estrela mais próxima. Da terceira lei de Kepler (p. 100) segue-se imediatamente que o período orbital em
torno do Sol de qualquer um deles é de cerca de (105)3/2 = 107,5 ≃ 3 × 107, ou 30 milhões de anos. Dar uma
volta em torno do Sol leva um tempo muito longo quando se está fora do âmbito do sistema solar. A órbita
cometária é 2πa = 2π × 105 × 1,5 × 108 km ≈ 1014 quilômetros em torno do Sol, e sua velocidade é portanto
de somente 1014 km/1015 s = 0,1 km/s ≃ 360 quilômetros por hora.
3. Em Marte, onde a erosão é muito mais eficiente, embora haja muitas crateras não existe virtualmente
nenhuma cratera com raios, como se poderia esperar.
4. Até onde sei, a primeira tentativa essencialmente não mística de explicar um evento histórico como
uma intervenção cometária foi a sugestão de Edmund Halley de que o dilúvio de Noé foi causado pelo
“choque casual de um cometa”.
5. O selo cilíndrico de Adda, que remonta a meados do terceiro milênio antes da era cristã, mostra com
proeminência Inanna, a deusa de Vênus, a estrela matutina, e precursora da babilônia Ishtar.
6. Tem, aliás, cerca de 30 milhões de vezes mais massa que o cometa de maior massa conhecido.
7. A luz é um movimento ondulatório; sua frequência é o número de picos de onda que, digamos,
entram num instrumento de detecção, como a retina, numa dada unidade de tempo, como um segundo.
Quanto mais alta a frequência, mais energia tem a radiação.
8. A Pioneer Venus foi uma missão bem-sucedida dos Estados Unidos em 1978-9, que combinou um
orbitador e quatro sondas de entrada na atmosfera, duas das quais sobreviveram brevemente às
inclemências da superfície venusiana. Há muitos desenvolvimentos inesperados quando se juntam naves
espaciais para explorar os planetas. Eis um deles: entre os instrumentos a bordo de uma das sondas de
entrada da Pioneer Venus havia um radiômetro de fluxo de rede, destinado a medir ao mesmo tempo a
quantidade de energia infravermelha que fluía para cima e para baixo em cada posição na atmosfera do
planeta. O instrumento requeria uma janela resistente que fosse também transparente para a radiação
infravermelha. Um diamante de 13,5 quilates foi importado e transformado na desejada janela. No entanto,
cobrou-se do contratante 12 mil dólares de imposto de importação. Mais tarde, a alfândega americana
decidiu que, após o diamante ter sido enviado a Vênus, ele ficara indisponível para ser negociado na Terra
e devolveu o dinheiro ao fabricante.
9. Nessa paisagem asfixiante, não é provável que haja qualquer coisa viva, mesmo criaturas muito
diferentes de nós. Moléculas orgânicas e outras moléculas biológicas concebíveis simplesmente se
desintegrariam. Mas, com alguma indulgência, imaginemos que uma vez houve vida inteligente nesse
planeta. Ela teria inventado a ciência? O desenvolvimento da ciência na Terra foi estimulado sobretudo
pela observação das regularidades das estrelas e dos planetas. Mas Vênus é todo coberto de nuvens. A
noite é agradavelmente longa — com duração de cerca de 59 dias terrestres —, mas nada do universo
astronômico seria visível para quem olhasse o céu noturno venusiano. Até o Sol seria invisível durante o
dia. Sua luz estaria espalhada e difusa em todo o céu — assim como um mergulhador que debaixo d’água só
enxerga uma radiância uniforme. Se se construísse um radiotelescópio em Vênus, ele detectaria o Sol, a
Terra e outros objetos distantes. Se se desenvolvesse a astrofísica, a existência de estrelas poderia ser
"
393,"deduzida mais tarde a partir dos princípios da física, mas seriam apenas hipóteses teóricas. Às vezes me
pergunto qual teria sido a reação de seres inteligentes em Vênus se um dia aprendessem a voar, a navegar
no ar denso, penetrando no misterioso véu de nuvens 45 quilômetros acima deles, emergindo depois do
topo das nuvens, olhando para cima e testemunhando pela primeira vez a existência do glorioso universo
do Sol, dos planetas e das estrelas.
10. Hoje em dia ainda prevalece certa incerteza quanto à abundância do vapor d’água em Vênus. O
cromatógrafo de gás na sonda de entrada Pioneer Venus mede a abundância da água na atmosfera inferior
do planeta em alguns décimos por cento. Por outro lado, as medições de infravermelho pelos veículos de
entrada soviéticos Venera 11 e Venera 12 dão uma abundância de um centésimo por cento. Se for
considerado o primeiro valor, só o dióxido de carbono e o vapor d’água são suficientes para selar toda a
radiação de calor da superfície e manter a temperatura do solo em cerca de 480 graus Celsius. Se se aplica
o segundo número — e meu palpite é que essa é uma estimativa mais provável —, só o dióxido de carbono
e o vapor d’água são adequados à manutenção da temperatura da superfície em apenas 380 graus Celsius, e
seriam necessários outros componentes atmosféricos para fechar as janelas restantes à radiação
infravermelha na estufa atmosférica. No entanto, as pequenas quantidades de SO2, CO e HCl, que foram
todas detectadas na atmosfera venusiana, parecem adequadas a esse propósito. Assim, as recentes missões
americanas e soviéticas a Vênus parecem ter fornecido a verificação de que o efeito estufa é de fato a causa
da alta temperatura da superfície.
11. Mais exatamente, uma cratera de impacto com dez quilômetros de diâmetro é criada na Terra a cada
500 mil anos; sobreviverá à erosão durante 300 milhões de anos em áreas geologicamente estáveis, como a
Europa e a América do Norte. Crateras menores são produzidas com mais frequência e destruídas mais
rápido, sobretudo em regiões geologicamente ativas.
12. Albedo é a fração de luz solar incidente num planeta que é refletida, voltando para o espaço. O
albedo da Terra é de cerca de 30% a 35%. O restante da luz solar é absorvido pelo solo e é responsável pela
temperatura média da superfície.
5. BLUES PARA UM PLANETA VERMELHO
1. Em 1938, uma versão radiofônica produzida por Orson Welles transpôs a invasão da Inglaterra para o
leste dos Estados Unidos e apavorou milhões numa América temerosa da guerra, que acreditaram estar de
fato sob ataque de marcianos.
2. Isaac Newton tinha escrito: “Se a teoria da fabricação de telescópios pudesse ser posta em prática em
toda a sua abrangência, ainda haveria certos limites além dos quais os telescópios não conseguiriam ter
bom desempenho. Pois o ar através do qual olhamos para as estrelas está em constante tremor […]. O
único remédio seria um ar mais sereno e tranquilo, como talvez se encontre nos cumes das montanhas
mais altas, acima das nuvens”.
3. Houve uma breve excitação quando uma letra B maiúscula, um suposto grafite marciano, pareceu
visível num pequeno rochedo em Chryse. Mas uma análise posterior demonstrou ser um efeito de luz e
sombra e do talento humano para reconhecer formas. Também seria algo notável que marcianos tivessem
adotado independentemente o alfabeto latino. Porém houve um momento em que, ressoando em minha
cabeça, veio o eco distante de uma palavra de minha infância — Barsoom.
4. A maior tem três quilômetros de largura na base e um quilômetro de altura — muito maior que as
pirâmides da Suméria, do Egito ou do México. Parecem erodidas e antigas, e talvez sejam apenas pequenas
montanhas, fustigadas pela areia durante eras. Mas justificam, penso eu, um olhar cuidadoso.
6. HISTÓRIAS DE VIAJANTES
"
394,"1. Ou, para fazer uma comparação diferente, o tempo no qual um óvulo fertilizado leva para percorrer
as trompas de Falópio e se implantar no útero é o mesmo que a Apollo 11 levou para ir até a Lua; e o tempo
que o óvulo levou para se desenvolver num infante completo foi o que a Viking levou para chegar a Marte.
A duração normal de uma vida humana é maior do que o tempo que a Voyager levará até se aventurar além
da órbita de Plutão.
2. Sabemos até quais foram os presentes que eles levaram à Corte. A imperatriz ganhou de presente
“seis pequenas arcas com diversos quadros”. E o imperador recebeu “dois pacotes de canela”.
3. Em 1979, o papa João Paulo II propôs, cauteloso, que se revertesse a condenação de Galileu, feita 346
anos antes pela “Santa Inquisição”.
4. A coragem de Galileu (e de Kepler) ao promover a hipótese heliocêntrica não se evidenciou nas ações
de outros, mesmo os que residiam em partes da Europa menos fanaticamente doutrinárias. Por exemplo,
numa carta datada de abril de 1634, René Descartes, então vivendo na Holanda, escrevia: “Sem dúvida você
sabe que Galileu foi recentemente censurado pela Inquisidores da Fé, e que suas ideias sobre os
movimentos da Terra foram condenadas como heréticas. Devo lhe dizer que todas as coisas que expliquei
em meu tratado, que incluíam a doutrina sobre o movimento da Terra, eram tão interdependentes que
bastaria descobrir que uma delas é falsa para saber que todos os argumentos que usei são inválidos.
Embora eu ache que foram baseados em provas muito certas e evidentes, eu não gostaria, por nada neste
mundo, de mantê-las em contradição com a autoridade da Igreja. Quero viver em paz e continuar com a
vida que comecei sob o lema para viver bem você tem de viver sem ser visto”.
5. Essa tradição exploradora pode explicar por que a Holanda, até hoje, produziu mais do que seria sua
cota per capita de eminentes astrônomos, entre eles Gerard Peter Kuiper, que nas décadas de 1940 e 1950
foi o único astrofísico planetário em tempo integral no mundo. Esse assunto era então considerado pela
maioria dos astrônomos profissionais como, pelo menos, um tanto desacreditado, comprometido pelos
excessos de Lowell. Sinto-me grato por ter sido aluno de Kuiper.
6. Isaac Newton admirava Christiaan Huygens e o considerava “o matemático mais elegante” de sua
época e o mais verdadeiro seguidor da tradição dos antigos gregos — o que então, como agora, era um
grande elogio. Newton acreditava, em parte porque sombras têm bordas bem definidas, que a luz se
comportava como um fluxo de partículas minúsculas. Achava que a luz vermelha era composta pelas
maiores partículas, e a violeta, pelas menores. Huygens alegava, em vez disso, que a luz se comportava
como uma onda a se propagar no vácuo, como faz uma onda no mar — motivo pelo qual ele fala sobre
comprimento de onda e frequência da luz. Muitas propriedades da luz, entre elas a difração, são explicadas
naturalmente pela teoria ondulatória, e em anos subsequentes a ideia de Huygens saiu vencedora. Porém
em 1905 Einstein mostrou que a teoria da luz como partícula poderia explicar o efeito fotelétrico, a ejeção
de elétrons de um metal exposto a um raio de luz. A mecânica quântica moderna combina as duas ideias, e
hoje é costume pensar que a luz se comporta em algumas circunstâncias como um feixe de partículas e em
outras como uma onda. Esse dualismo onda-partícula pode não corresponder de imediato a nossas noções
de bom senso, mas está de acordo com o que os experimentos têm demonstrado ser o que a luz realmente
faz. Há algo misterioso e excitante nesse casamento de opostos, e é adequado que Newton e Huygens,
ambos solteiros, tenham sido os pais de nosso moderno entendimento da natureza da luz.
7. Galileu descobriu os anéis, mas não tinha ideia do que fazer com isso. Vistos em seu primeiro
telescópio astronômico, eles pareciam ser dois prolongamentos simetricamente ligados a Saturno,
lembrando, disse ele com certa perplexidade, orelhas.
8. Alguns outros tinham opiniões semelhantes. Em seu Harmonice Mundi, Kepler assinalava: “A opinião
de Tycho Brahe a respeito desses globos desérticos era que eles não existiam à toa, e sim que estavam
cheios de habitantes”.
9. Tais histórias constituem uma antiga tradição humana; muitas delas tiveram, desde o início da
exploração, um tema cósmico. Por exemplo, as explorações, no século XV, da Indonésia, Sri Lanka, Índia,
"
